Spec Type,CPU Load (%),datasize,imgHeight,imgWidth,T_p,,,,
1,25,415601,420,640,1.100397808,,,,
1,25,383725,383,640,0.745432563,,,,
1,25,955547,960,960,1.854877548,,,,
1,25,1046140,576,768,0.994439531,,,,
1,25,1046484,576,768,1.305324592,,,,
1,25,1226595,960,719,1.294043393,,,,
1,25,497496,536,559,1.080678708,,,,
1,25,370409,279,640,0.718189066,,,,
1,25,3214460,1600,1200,3.009747117,,,,
1,25,2249694,1530,1530,3.782142548,,,,
1,25,1688157,1073,1600,2.725011043,,,,
1,25,906843,960,765,1.632464522,,,,
1,25,766240,480,640,0.819824732,,,,
1,25,2485823,800,1200,1.88460403,,,,
1,25,2470642,877,1240,2.104266486,,,,
1,25,1017275,548,822,1.002307144,,,,
1,25,721296,366,770,0.790409684,,,,
1,25,840644,845,960,1.716394523,,,,
1,25,1593233,903,1600,2.556848508,,,,
1,25,238233,429,640,0.774329333,,,,
1,25,922497,639,960,1.501202163,,,,
1,25,2388074,1600,1390,3.434739538,,,,
1,25,2165827,1200,1600,3.059839355,,,,
1,25,976410,720,960,1.594158815,,,,
1,25,861161,533,800,0.955124947,,,,
1,25,2053451,1600,1070,2.803383776,,,,
1,25,465161,480,640,1.14459226,,,,
1,25,872558,642,960,1.176747542,,,,
1,25,2414769,808,1600,2.288841699,,,,
1,25,2111250,1600,1068,2.784601931,,,,
1,25,2559360,960,1280,2.210188822,,,,
1,25,3118173,960,1280,2.232859031,,,,
1,25,2188564,960,1280,2.235656284,,,,
1,25,1426464,1600,1070,2.738992866,,,,
1,25,339513,387,462,0.671285281,,,,
1,25,2676486,1600,1065,2.796627974,,,,
1,25,1245145,1600,1600,4.005873029,,,,
1,25,1111809,720,960,1.401036193,,,,
1,25,2519906,960,1280,2.065459288,,,,
1,25,1956028,1200,1600,3.298143074,,,,
1,25,2215286,1050,1600,2.839304978,,,,
1,25,2033663,1200,1600,3.058362558,,,,
1,25,1517519,898,1600,2.43350189,,,,
1,25,3020157,1600,1200,3.082758481,,,,
1,25,991079,639,960,1.518207712,,,,
1,25,689807,576,720,0.936369968,,,,
1,25,441589,480,640,0.850319193,,,,
1,25,1469480,1065,1600,2.951696623,,,,
1,25,1052068,576,768,1.066120214,,,,
1,25,1901959,898,1600,2.554729945,,,,
1,25,1629932,619,1100,1.224607632,,,,
1,25,1828266,1068,1600,2.75811681,,,,
1,25,135021,351,309,0.91113206,,,,
1,25,1378276,1068,1600,2.805606452,,,,
1,25,3442989,960,1280,1.90760591,,,,
1,25,2746640,1065,1600,2.977397653,,,,
1,25,2706112,960,1280,2.085772244,,,,
1,25,2127391,1600,1200,3.08420371,,,,
1,25,2533995,960,1280,2.247536336,,,,
1,25,1092545,465,1600,1.690673288,,,,
1,25,1710539,1500,1295,3.061638874,,,,
1,25,299013,375,500,0.679970787,,,,
1,25,2782693,1298,1600,3.64362329,,,,
1,25,1766842,1200,1600,3.003109219,,,,
1,25,310825,375,500,0.673367845,,,,
1,25,939716,918,918,1.742151858,,,,
1,25,2821410,1200,1600,3.008164737,,,,
1,50,2974053,1600,1550,5.631908117,,,,
1,50,1282401,938,1250,2.411633745,,,,
1,50,1151338,720,960,1.53629922,,,,
1,50,2071394,1210,1600,3.527350375,,,,
1,50,558718,400,620,0.861884206,,,,
1,50,2884168,1530,1530,4.035469846,,,,
1,50,1993508,1143,1600,3.226428827,,,,
1,50,374013,333,500,0.977704607,,,,
1,50,221663,375,500,0.922976329,,,,
1,50,1352544,938,1250,2.238380635,,,,
1,50,1915446,1600,1068,3.123346324,,,,
1,50,1202040,639,960,1.439747286,,,,
1,50,1926564,1200,1600,3.506905336,,,,
1,50,826374,720,960,1.536779796,,,,
1,50,896736,686,960,1.488802396,,,,
1,50,2092639,1200,1600,3.569244148,,,,
1,50,1162591,938,1250,2.104188889,,,,
1,50,796277,726,960,1.822501026,,,,
1,50,1653536,1250,1228,2.857943419,,,,
1,50,2331418,1600,1200,3.266428307,,,,
1,50,633322,480,640,1.144340186,,,,
1,50,1554899,1595,1600,4.131913651,,,,
1,50,821168,480,640,1.106662983,,,,
1,50,2503272,1020,1600,3.080874135,,,,
1,50,2582799,1600,1280,3.399678983,,,,
1,50,1885600,1180,1600,3.495117397,,,,
1,50,349774,375,500,0.981463426,,,,
1,50,804148,642,960,1.466839314,,,,
1,50,2296687,1095,1600,3.1015034,,,,
1,50,1413641,1250,938,2.299741108,,,,
1,50,1847500,1200,1600,3.510037348,,,,
1,50,2402644,1200,1600,3.259150261,,,,
1,50,2144622,1600,1068,3.326567247,,,,
1,50,415601,420,640,0.831859502,,,,
1,50,383725,383,640,0.982688307,,,,
1,50,955547,960,960,1.997078263,,,,
1,50,1046140,576,768,1.272250792,,,,
1,50,1046484,576,768,1.232016826,,,,
1,50,1226595,960,719,1.770622696,,,,
1,50,497496,536,559,0.973695594,,,,
1,50,370409,279,640,0.786554067,,,,
1,50,3214460,1600,1200,3.468682816,,,,
1,50,2249694,1530,1530,4.006958575,,,,
1,50,1688157,1073,1600,3.192315329,,,,
1,50,906843,960,765,1.668092943,,,,
1,50,766240,480,640,1.108984504,,,,
1,50,2485823,800,1200,1.799616775,,,,
1,50,2470642,877,1240,2.262963834,,,,
1,50,1017275,548,822,1.275264371,,,,
1,50,721296,366,770,1.088901856,,,,
1,50,840644,845,960,1.6401172,,,,
1,50,1593233,903,1600,2.722651486,,,,
1,50,238233,429,640,1.041366554,,,,
1,50,922497,639,960,1.527862039,,,,
1,50,2388074,1600,1390,3.911785005,,,,
1,50,2165827,1200,1600,3.284429224,,,,
1,50,976410,720,960,1.743810586,,,,
1,50,861161,533,800,1.172143376,,,,
1,50,2053451,1600,1070,3.048672619,,,,
1,50,465161,480,640,1.107272534,,,,
1,50,872558,642,960,1.431132007,,,,
1,50,2414769,808,1600,2.481184725,,,,
1,50,2111250,1600,1068,2.94362541,,,,
1,50,2559360,960,1280,2.405337685,,,,
1,50,3118173,960,1280,2.424982017,,,,
1,50,2188564,960,1280,2.435779801,,,,
1,50,1426464,1600,1070,2.8857928,,,,
1,50,339513,387,462,0.967671668,,,,
1,50,2676486,1600,1065,3.002768793,,,,
1,50,1245145,1600,1600,4.334819175,,,,
1,50,1111809,720,960,1.608847101,,,,
1,50,2519906,960,1280,2.286860461,,,,
1,50,1956028,1200,1600,3.408485037,,,,
1,50,2215286,1050,1600,2.948365054,,,,
1,50,2033663,1200,1600,3.543215406,,,,
1,50,1517519,898,1600,2.62242838,,,,
1,50,3020157,1600,1200,3.443696074,,,,
1,50,991079,639,960,1.502427774,,,,
1,50,689807,576,720,1.214459408,,,,
1,50,441589,480,640,0.994512211,,,,
1,50,1469480,1065,1600,2.995973801,,,,
1,50,1052068,576,768,1.265405052,,,,
1,50,1901959,898,1600,2.646666744,,,,
1,50,1629932,619,1100,1.490469788,,,,
1,50,1828266,1068,1600,3.222793645,,,,
1,50,135021,351,309,0.616676366,,,,
1,50,1378276,1068,1600,3.211979059,,,,
1,50,3442989,960,1280,2.189595292,,,,
1,50,2746640,1065,1600,3.30590933,,,,
1,50,2706112,960,1280,2.22927189,,,,
1,50,2127391,1600,1200,3.437667665,,,,
1,50,2533995,960,1280,2.47308517,,,,
1,50,1092545,465,1600,1.584087866,,,,
1,50,1710539,1500,1295,3.528366761,,,,
1,50,299013,375,500,0.771739325,,,,
1,50,2782693,1298,1600,3.73147053,,,,
1,50,1766842,1200,1600,3.368596596,,,,
1,50,310825,375,500,0.974951895,,,,
1,50,939716,918,918,1.662378316,,,,
1,50,2821410,1200,1600,3.456884923,,,,
1,75,2974053,1600,1550,6.948467178,,,,
1,75,1282401,938,1250,2.67389132,,,,
1,75,1151338,720,960,1.997583243,,,,
1,75,2071394,1210,1600,4.166966199,,,,
1,75,558718,400,620,1.120751892,,,,
1,75,2884168,1530,1530,4.882854425,,,,
1,75,1993508,1143,1600,4.016034567,,,,
1,75,374013,333,500,1.104546335,,,,
1,75,221663,375,500,1.070358555,,,,
1,75,1352544,938,1250,2.819533794,,,,
1,75,1915446,1600,1068,3.84921224,,,,
1,75,1202040,639,960,1.7694161,,,,
1,75,1926564,1200,1600,4.174065936,,,,
1,75,826374,720,960,2.025408186,,,,
1,75,896736,686,960,1.902750459,,,,
1,75,2092639,1200,1600,4.044253563,,,,
1,75,1162591,938,1250,2.837973884,,,,
1,75,796277,726,960,1.892582168,,,,
1,75,1653536,1250,1228,3.424621119,,,,
1,75,2331418,1600,1200,4.253639923,,,,
1,75,633322,480,640,1.426352622,,,,
1,75,1554899,1595,1600,5.082940058,,,,
1,75,821168,480,640,1.311710835,,,,
1,75,2503272,1020,1600,3.629343908,,,,
1,75,2582799,1600,1280,4.337266544,,,,
1,75,1885600,1180,1600,4.143975073,,,,
1,75,349774,375,500,0.991050507,,,,
1,75,804148,642,960,1.880571253,,,,
1,75,2296687,1095,1600,3.858947051,,,,
1,75,1413641,1250,938,2.750364273,,,,
1,75,1847500,1200,1600,4.268265396,,,,
1,75,2402644,1200,1600,4.030532099,,,,
1,75,2144622,1600,1068,3.855041077,,,,
1,75,415601,420,640,1.132155317,,,,
1,75,383725,383,640,1.215444835,,,,
1,75,955547,960,960,2.307420319,,,,
1,75,1046140,576,768,1.535970767,,,,
1,75,1046484,576,768,1.59886889,,,,
1,75,1226595,960,719,1.947403426,,,,
1,75,497496,536,559,1.379880421,,,,
1,75,370409,279,640,0.973667338,,,,
1,75,3214460,1600,1200,4.181717435,,,,
1,75,2249694,1530,1530,4.912060068,,,,
1,75,1688157,1073,1600,3.879092806,,,,
1,75,906843,960,765,2.015244444,,,,
1,75,766240,480,640,1.260574805,,,,
1,75,2485823,800,1200,2.363902614,,,,
1,75,2470642,877,1240,2.61395594,,,,
1,75,1017275,548,822,1.492860606,,,,
1,75,721296,366,770,1.330731879,,,,
1,75,840644,845,960,2.051647764,,,,
1,75,1593233,903,1600,3.362312414,,,,
1,75,238233,429,640,1.288454631,,,,
1,75,922497,639,960,1.773394657,,,,
1,75,2388074,1600,1390,4.7845806,,,,
1,75,2165827,1200,1600,4.056192963,,,,
1,75,976410,720,960,2.022744718,,,,
1,75,861161,533,800,1.42615154,,,,
1,75,2053451,1600,1070,3.741681127,,,,
1,75,465161,480,640,1.214082321,,,,
1,75,872558,642,960,1.856415986,,,,
1,75,2414769,808,1600,2.967656269,,,,
1,75,2111250,1600,1068,3.728644743,,,,
1,75,2559360,960,1280,2.906307711,,,,
1,75,3118173,960,1280,2.909993733,,,,
1,75,2188564,960,1280,2.860639982,,,,
1,75,1426464,1600,1070,3.623537306,,,,
1,75,339513,387,462,1.095240831,,,,
1,75,2676486,1600,1065,3.687182092,,,,
1,75,1245145,1600,1600,5.083140585,,,,
1,75,1111809,720,960,1.861999275,,,,
1,75,2519906,960,1280,2.942188257,,,,
1,75,1956028,1200,1600,4.101751101,,,,
1,75,2215286,1050,1600,3.7035658,,,,
1,75,2033663,1200,1600,4.166240927,,,,
1,75,1517519,898,1600,3.280976943,,,,
1,75,3020157,1600,1200,4.073823306,,,,
1,75,991079,639,960,1.836194842,,,,
1,75,689807,576,720,1.3933758,,,,
1,75,441589,480,640,1.24804703,,,,
1,75,1469480,1065,1600,3.683571774,,,,
1,75,1052068,576,768,1.570909819,,,,
1,75,1901959,898,1600,3.182389505,,,,
1,75,1629932,619,1100,1.956303742,,,,
1,75,1828266,1068,1600,3.738944468,,,,
1,75,135021,351,309,0.909250421,,,,
1,75,1378276,1068,1600,3.674372095,,,,
1,75,3442989,960,1280,3.00274928,,,,
1,75,2746640,1065,1600,3.686450846,,,,
1,75,2706112,960,1280,2.946352693,,,,
1,75,2127391,1600,1200,4.106684692,,,,
1,75,2533995,960,1280,2.921129446,,,,
1,75,1092545,465,1600,2.135234507,,,,
1,75,1710539,1500,1295,4.156351826,,,,
1,75,299013,375,500,1.063295999,,,,
1,75,2782693,1298,1600,4.545385746,,,,
1,75,1766842,1200,1600,4.02671756,,,,
1,75,310825,375,500,1.137301934,,,,
1,75,939716,918,918,2.155956304,,,,
1,75,2821410,1200,1600,4.07229772,,,,
2,0,2974053,1600,1550,3.554315796,,,,
2,0,1282401,938,1250,1.31050468,,,,
2,0,1151338,720,960,0.892470461,,,,
2,0,2071394,1210,1600,2.045725714,,,,
2,0,558718,400,620,0.469049562,,,,
2,0,2884168,1530,1530,2.452450051,,,,
2,0,1993508,1143,1600,2.035111381,,,,
2,0,374013,333,500,0.391002839,,,,
2,0,221663,375,500,0.411562772,,,,
2,0,1352544,938,1250,1.405831789,,,,
2,0,1915446,1600,1068,1.812831949,,,,
2,0,1202040,639,960,0.801285213,,,,
2,0,1926564,1200,1600,2.147493252,,,,
2,0,826374,720,960,0.8788673,,,,
2,0,896736,686,960,0.884627169,,,,
2,0,2092639,1200,1600,2.000133258,,,,
2,0,1162591,938,1250,1.324510681,,,,
2,0,796277,726,960,0.881570298,,,,
2,0,1653536,1250,1228,1.7043836,,,,
2,0,2331418,1600,1200,2.159089639,,,,
2,0,633322,480,640,0.512036902,,,,
2,0,1554899,1595,1600,2.559352801,,,,
2,0,821168,480,640,0.600228292,,,,
2,0,2503272,1020,1600,1.80959881,,,,
2,0,2582799,1600,1280,2.213189123,,,,
2,0,1885600,1180,1600,2.036849085,,,,
2,0,349774,375,500,0.407605919,,,,
2,0,804148,642,960,0.812572449,,,,
2,0,2296687,1095,1600,1.910308572,,,,
2,0,1413641,1250,938,1.350318875,,,,
2,0,1847500,1200,1600,2.043361864,,,,
2,0,2402644,1200,1600,2.038964536,,,,
2,0,2144622,1600,1068,1.917413846,,,,
2,0,415601,420,640,0.481657753,,,,
2,0,383725,383,640,0.451730719,,,,
2,0,955547,960,960,1.0929943,,,,
2,0,1046140,576,768,0.732931679,,,,
2,0,1046484,576,768,0.647401477,,,,
2,0,1226595,960,719,0.898997866,,,,
2,0,497496,536,559,0.505387539,,,,
2,0,370409,279,640,0.392475867,,,,
2,0,3214460,1600,1200,2.050796249,,,,
2,0,2249694,1530,1530,2.549228923,,,,
2,0,1688157,1073,1600,1.865620288,,,,
2,0,906843,960,765,0.908067514,,,,
2,0,766240,480,640,0.510763655,,,,
2,0,2485823,800,1200,1.10677249,,,,
2,0,2470642,877,1240,1.234477197,,,,
2,0,1017275,548,822,0.652690463,,,,
2,0,721296,366,770,0.484461053,,,,
2,0,840644,845,960,1.001018711,,,,
2,0,1593233,903,1600,1.687195579,,,,
2,0,238233,429,640,0.468137651,,,,
2,0,922497,639,960,0.796981664,,,,
2,0,2388074,1600,1390,2.365827028,,,,
2,0,2165827,1200,1600,2.024687053,,,,
2,0,976410,720,960,0.886790473,,,,
2,0,861161,533,800,0.607007842,,,,
2,0,2053451,1600,1070,1.81426913,,,,
2,0,465161,480,640,0.505445775,,,,
2,0,872558,642,960,0.817690585,,,,
2,0,2414769,808,1600,1.440225085,,,,
2,0,2111250,1600,1068,1.829862141,,,,
2,0,2559360,960,1280,1.365424962,,,,
2,0,3118173,960,1280,1.408623909,,,,
2,0,2188564,960,1280,1.403064428,,,,
2,0,1426464,1600,1070,1.828525279,,,,
2,0,339513,387,462,0.391152035,,,,
2,0,2676486,1600,1065,1.831640738,,,,
2,0,1245145,1600,1600,2.565273003,,,,
2,0,1111809,720,960,0.873555955,,,,
2,0,2519906,960,1280,1.371082625,,,,
2,0,1956028,1200,1600,2.05526646,,,,
2,0,2215286,1050,1600,1.804195917,,,,
2,0,2033663,1200,1600,2.061775376,,,,
2,0,1517519,898,1600,1.540397939,,,,
2,0,3020157,1600,1200,2.058394391,,,,
2,0,991079,639,960,0.806322484,,,,
2,0,689807,576,720,0.612172794,,,,
2,0,441589,480,640,0.494854945,,,,
2,0,1469480,1065,1600,1.798937561,,,,
2,0,1052068,576,768,0.628947817,,,,
2,0,1901959,898,1600,1.620489355,,,,
2,0,1629932,619,1100,0.823228386,,,,
2,0,1828266,1068,1600,1.867351254,,,,
2,0,135021,351,309,0.332790375,,,,
2,0,1378276,1068,1600,1.81154429,,,,
2,0,3442989,960,1280,1.414534704,,,,
2,0,2746640,1065,1600,1.937577069,,,,
2,0,2706112,960,1280,1.37328904,,,,
2,0,2127391,1600,1200,2.103690824,,,,
2,0,2533995,960,1280,1.398213662,,,,
2,0,1092545,465,1600,0.928272336,,,,
2,0,1710539,1500,1295,2.058002302,,,,
2,0,299013,375,500,0.402599389,,,,
2,0,2782693,1298,1600,2.291686516,,,,
2,0,1766842,1200,1600,2.020433786,,,,
2,0,310825,375,500,0.410269451,,,,
2,0,939716,918,918,0.986802083,,,,
2,0,2821410,1200,1600,2.041363829,,,,
2,25,2974053,1600,1550,3.9378122,,,,
2,25,1282401,938,1250,1.632515162,,,,
2,25,1151338,720,960,1.08491398,,,,
2,25,2071394,1210,1600,2.264237965,,,,
2,25,558718,400,620,0.493543279,,,,
2,25,2884168,1530,1530,2.768980696,,,,
2,25,1993508,1143,1600,2.249304848,,,,
2,25,374013,333,500,0.42896364,,,,
2,25,221663,375,500,0.425132224,,,,
2,25,1352544,938,1250,1.540356838,,,,
2,25,1915446,1600,1068,2.013827074,,,,
2,25,1202040,639,960,0.861619086,,,,
2,25,1926564,1200,1600,2.237543545,,,,
2,25,826374,720,960,0.989279439,,,,
2,25,896736,686,960,0.905702397,,,,
2,25,2092639,1200,1600,2.207563068,,,,
2,25,1162591,938,1250,1.459833166,,,,
2,25,796277,726,960,0.957533814,,,,
2,25,1653536,1250,1228,1.857815062,,,,
2,25,2331418,1600,1200,2.290381971,,,,
2,25,633322,480,640,0.557544185,,,,
2,25,1554899,1595,1600,3.016548396,,,,
2,25,821168,480,640,0.560594035,,,,
2,25,2503272,1020,1600,1.908678427,,,,
2,25,2582799,1600,1280,2.457525301,,,,
2,25,1885600,1180,1600,2.254076648,,,,
2,25,349774,375,500,0.415947976,,,,
2,25,804148,642,960,0.839961771,,,,
2,25,2296687,1095,1600,2.157398209,,,,
2,25,1413641,1250,938,1.442448345,,,,
2,25,1847500,1200,1600,2.343956641,,,,
2,25,2402644,1200,1600,2.418754327,,,,
2,25,2144622,1600,1068,2.125437887,,,,
2,25,415601,420,640,0.662276336,,,,
2,25,383725,383,640,0.607680483,,,,
2,25,955547,960,960,1.27951646,,,,
2,25,1046140,576,768,0.7669171,,,,
2,25,1046484,576,768,0.84645577,,,,
2,25,1226595,960,719,1.007685545,,,,
2,25,497496,536,559,0.636196395,,,,
2,25,370409,279,640,0.408279173,,,,
2,25,3214460,1600,1200,2.266878102,,,,
2,25,2249694,1530,1530,2.889471372,,,,
2,25,1688157,1073,1600,2.104110703,,,,
2,25,906843,960,765,1.155017967,,,,
2,25,766240,480,640,0.598927434,,,,
2,25,2485823,800,1200,1.305624093,,,,
2,25,2470642,877,1240,1.356326328,,,,
2,25,1017275,548,822,0.683795389,,,,
2,25,721296,366,770,0.533947646,,,,
2,25,840644,845,960,1.160252608,,,,
2,25,1593233,903,1600,1.856246784,,,,
2,25,238233,429,640,0.606761836,,,,
2,25,922497,639,960,0.961949794,,,,
2,25,2388074,1600,1390,2.66056758,,,,
2,25,2165827,1200,1600,2.259550043,,,,
2,25,976410,720,960,1.1209003,,,,
2,25,861161,533,800,0.67072774,,,,
2,25,2053451,1600,1070,2.163323184,,,,
2,25,465161,480,640,0.702294794,,,,
2,25,872558,642,960,0.936590139,,,,
2,25,2414769,808,1600,1.595577537,,,,
2,25,2111250,1600,1068,2.106786607,,,,
2,25,2559360,960,1280,1.743570968,,,,
2,25,3118173,960,1280,1.543065964,,,,
2,25,2188564,960,1280,1.580840538,,,,
2,25,1426464,1600,1070,2.029870026,,,,
2,25,339513,387,462,0.495887049,,,,
2,25,2676486,1600,1065,2.119543319,,,,
2,25,1245145,1600,1600,2.94074414,,,,
2,25,1111809,720,960,1.012081654,,,,
2,25,2519906,960,1280,1.739236171,,,,
2,25,1956028,1200,1600,2.239077567,,,,
2,25,2215286,1050,1600,2.099681192,,,,
2,25,2033663,1200,1600,2.287565415,,,,
2,25,1517519,898,1600,1.849620105,,,,
2,25,3020157,1600,1200,2.402794313,,,,
2,25,991079,639,960,1.042277804,,,,
2,25,689807,576,720,0.678139033,,,,
2,25,441589,480,640,0.670730174,,,,
2,25,1469480,1065,1600,2.115455292,,,,
2,25,1052068,576,768,0.71960234,,,,
2,25,1901959,898,1600,1.854144511,,,,
2,25,1629932,619,1100,0.939914411,,,,
2,25,1828266,1068,1600,2.066192708,,,,
2,25,135021,351,309,0.465541483,,,,
2,25,1378276,1068,1600,1.96907422,,,,
2,25,3442989,960,1280,1.627518935,,,,
2,25,2746640,1065,1600,2.041820071,,,,
2,25,2706112,960,1280,1.699878282,,,,
2,25,2127391,1600,1200,2.458605148,,,,
2,25,2533995,960,1280,1.718989979,,,,
2,25,1092545,465,1600,0.99641323,,,,
2,25,1710539,1500,1295,2.467185987,,,,
2,25,299013,375,500,0.455467276,,,,
2,25,2782693,1298,1600,2.670401481,,,,
2,25,1766842,1200,1600,2.195795928,,,,
2,25,310825,375,500,0.410142734,,,,
2,25,939716,918,918,1.189508359,,,,
2,25,2821410,1200,1600,2.352939652,,,,
2,50,2974053,1600,1550,3.671085514,,,,
2,50,1282401,938,1250,1.646134951,,,,
2,50,1151338,720,960,1.060170609,,,,
2,50,2071394,1210,1600,2.305265864,,,,
2,50,558718,400,620,0.653955832,,,,
2,50,2884168,1530,1530,2.801428816,,,,
2,50,1993508,1143,1600,2.270816251,,,,
2,50,374013,333,500,0.590684272,,,,
2,50,221663,375,500,0.518789614,,,,
2,50,1352544,938,1250,1.455578359,,,,
2,50,1915446,1600,1068,1.902261604,,,,
2,50,1202040,639,960,0.884616282,,,,
2,50,1926564,1200,1600,2.149448238,,,,
2,50,826374,720,960,0.896460869,,,,
2,50,896736,686,960,0.979002522,,,,
2,50,2092639,1200,1600,2.139254047,,,,
2,50,1162591,938,1250,1.405265138,,,,
2,50,796277,726,960,0.905327835,,,,
2,50,1653536,1250,1228,1.904795006,,,,
2,50,2331418,1600,1200,2.430785722,,,,
2,50,633322,480,640,0.769516524,,,,
2,50,1554899,1595,1600,2.910556482,,,,
2,50,821168,480,640,0.767779704,,,,
2,50,2503272,1020,1600,2.035692423,,,,
2,50,2582799,1600,1280,2.554345574,,,,
2,50,1885600,1180,1600,2.377428455,,,,
2,50,349774,375,500,0.628800443,,,,
2,50,804148,642,960,0.991123803,,,,
2,50,2296687,1095,1600,2.14532893,,,,
2,50,1413641,1250,938,1.636727096,,,,
2,50,1847500,1200,1600,2.318854826,,,,
2,50,2402644,1200,1600,2.273888417,,,,
2,50,2144622,1600,1068,2.116382003,,,,
2,50,415601,420,640,0.680342917,,,,
2,50,383725,383,640,0.640799227,,,,
2,50,955547,960,960,1.225661326,,,,
2,50,1046140,576,768,0.860045262,,,,
2,50,1046484,576,768,0.810925389,,,,
2,50,1226595,960,719,1.174254112,,,,
2,50,497496,536,559,0.747796786,,,,
2,50,370409,279,640,0.487458982,,,,
2,50,3214460,1600,1200,2.278972,,,,
2,50,2249694,1530,1530,2.709315905,,,,
2,50,1688157,1073,1600,2.029827758,,,,
2,50,906843,960,765,1.199341194,,,,
2,50,766240,480,640,0.693656548,,,,
2,50,2485823,800,1200,1.351614297,,,,
2,50,2470642,877,1240,1.399491188,,,,
2,50,1017275,548,822,0.891049001,,,,
2,50,721296,366,770,0.587280786,,,,
2,50,840644,845,960,1.052431421,,,,
2,50,1593233,903,1600,1.885633312,,,,
2,50,238233,429,640,0.491832607,,,,
2,50,922497,639,960,0.806011438,,,,
2,50,2388074,1600,1390,2.485806313,,,,
2,50,2165827,1200,1600,2.173662689,,,,
2,50,976410,720,960,0.923249813,,,,
2,50,861161,533,800,0.880649481,,,,
2,50,2053451,1600,1070,2.077930478,,,,
2,50,465161,480,640,0.72680739,,,,
2,50,872558,642,960,1.050587687,,,,
2,50,2414769,808,1600,1.483307889,,,,
2,50,2111250,1600,1068,1.972317856,,,,
2,50,2559360,960,1280,1.73920199,,,,
2,50,3118173,960,1280,1.427513494,,,,
2,50,2188564,960,1280,1.667378873,,,,
